ACTIVE,ERROR,REGION,CODE,CATEGORY,GROUP,TAG,ID,NAME,EPGID,LOGOURL,URL,EPGURL,PROVIDER,NOTES
,,US,,Movies,Movies,,PLUTO MOVIES1,,,,http://stitcher.pluto.tv/stitch/hls/channel/564b9ed65fbbbca07e8d09d2/master.m3u8?deviceType=web&deviceMake=Chrome&deviceModel=Chrome&sid=4eeea560-71a7-11e8-bcb5-a1b59b812cd7&deviceId=889540f0-712d-11e8-b9ec-8ba319deeadf&deviceVersion=37.0.2049.0&appVersion=2.0.0&deviceDNT=0&userId=&advertisingId=&deviceLat=38.5783&deviceLon=-90.6666&app_name=&appName=&appStoreUrl=&serverSideAds=true,,,
,,US,,Movies,Movies,,UTV MOVIES,,,,http://217.182.192.226:20000/live/karl123/456/207.ts,,,
,,US,,TV,TV,,USA NETWORK,,,,https://www.streamlive.to/view/38768/USA-Network-(HD)parseUrl=1,,,
,,US,,Kids,Kids,,LIFE KIDS,,,,http://live.streams.ovh:1935/LIFEHD/LIFEHD/playlist.m3u8,,,
,,US,,Kids,Kids,,KURAIKIO KIDS,,,,http://c2.manasat.com:1935/kkids/kkids3/TeamBlue.m3u8,,,
,,US,,Kids,Kids,,EBS KIDS,,,,http://ebsonair.ebs.co.kr:1935/ebsutablet500k/tablet500k/playlist.m3u8,,,
,,US,,Kids,Kids,,PBS KIDS,,,,https://live-cdn.pbskids.org/out/u/aim/wttw.m3u8,,,
,,US,,Kids,Kids,,TCT KIDS,,,,http://bcoveliveios-i.akamaihd.net:80/hls/live/206632/1997976452001/FamilyHLS/FamilyHLS_Live_1200.m3u8,,,
,,US,,Kids,Kids,,PBS KIDS2,,,,http://live-cdn.pbskids.org/out/u/est.m3u8,,,
,,US,,Kids,Kids,,MY KIDS,,,,http://210.210.155.35/qwr9ew/s/s30/index2.m3u8,,,
,,US,,Anime,Anime,,ANIME TV,,,,http://video7.stream.mx:1935/raxatv/raxatv/chunklist_w884577146.m3u8,,,
,,US,,Anime,Anime,,ANIME ALL DAY,,,,http://stitcher.pluto.tv/stitch/hls/channel/5812b7d3249444e05d09cc49/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=1&deviceId=&deviceVersion=&appVersion=&deviceDNT=0&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high,,,
,,US,,Anime,Anime,,ANIME TVjp,,,,http://aldirect.hls.huya.com/huyalive/94525224-2553630828-10967760892317401088-3049003140-10057-A-0-1_1200.m3u8,,,
,,US,,Anime,Anime,,JAPAN CARTON,,,,http://192.240.127.34:1935/live/cs19.stream/play.m3u8?wowzasessionid=708726640,,,
,,US,,Anime,Anime,,CLASIC CARTOON,,,,http://stitcher.pluto.tv/stitch/hls/channel/562ea53fa9060c5a7d463e74/master.m3u8?deviceType=%2C%2C&deviceMake=&deviceModel=&sid=5b8dde6c-ee63-40c0-8a6c-81595c7a920c&deviceId=29556502-e2a5-45de-8deb-3b3dfa36b936_e62c9abb601b4ed5&deviceVersion=7.1.1_25&appVersion=3.5.1&deviceDNT=0&userId=&advertisingId=6e7a218c-1bf7-46bf-b486-0902a3cd5a1c&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high,,,
,,US,,Anime,Anime,,TOONAMI,,,,http://54.255.155.24:1935/Live/_definst_/amlst:sweetbcha1novD327L240P/playlist.m3u8,,,
,,US,,Anime,Anime,,TOONAMI STREAM,,,,http://amd.cdn.turner.com/adultswim/big/streams/playlists/toonami.m3u8,,,
,,US,,Anime,Anime,,Foospel toon,,,,http://stmv1.srvstm.com/gospelcartoon/gospelcartoon/playlist.m3u8?wowzasessionid=537256410,,,
,,US,,Anime,Anime,,JAPANET CHANEL,,,,http://bcsecurelivehls-i.akamaihd.net/hls/live/265320/5043843989001/140130JTDX/index_600.m3u8,,,
,,US,,Anime,Anime,,NEW WWF JAPAN,,,,https://aka-amd-njpwworld-hls-live.akamaized.net/hls/video/njpw/njpw_channel01_3/chunklist_DVR.m3u8,,,
,,US,,Sports,Sports,,TNT SPORT,,,,http://www.radiosargentina.com.ar/php/tvm3u.php?id=DIAR0166,,,
,,US,,Science,Science,,NASA,,,,http://media4.smc-host.com:1935/ctvchannel.tv/ctv.smil/playlist.m3u8,,,
,,US,,Science,Science,,TECTV,,,,http://evo.eltelon.com:1935/live/tec-tv/playlist.m3u8?fluxustv.m3u,,,
,,US,,TV,TV,,2CTV,,,,http://www.radiosargentina.com.ar/php/tvm3u.php?id=DIAR0104,,,
,,US,,TV,TV,,5RTV,,,,http://www.radiosargentina.com.ar/php/tvm3u.php?id=LVAR0193,,,
,,US,,TV,TV,,CTV NEW,,,,http://devimages.apple.com/iphone/samples/bipbop/bipbopall.m3u8,,,
,,US,,TV,TV,,DREAMTV,,,,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=R5AAD4D40U308D6008K7735F9D6I28260FDDPBM2FB37DAWDD611999401&programid=4200000130&playtoken=ABCDEFGH&auth=no,,,
,,US,,TV,TV,,OPEN VIEW HD,,,,http://httpdvb.slave.yqdtv.com:13164/playurl?protocol=http&playtype=live&accesstoken=R5AAD4D40U308D6008K7735F9D6I28260FDDPBM2FB37DAWDD611999401&programid=4200000124&playtoken=ABCDEFGH&auth=no,,,
,,US,,TV,TV,,KIX,,,,http://210.210.155.35/session/e269237c-7e3d-11e8-a249-b82a72d63267/uq2663/h/h07/01.m3u8,,,
,,US,,TV,TV,,PLUTO TV,,,,http://stitcher.pluto.tv/stitch/hls/channel/5b4e69e08291147bd04a9fd7/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=b4c19bad-f2ee-41c2-8e28-fbd87d36e3a3&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high,,,
,,US,,Kids,Kids,,DISNEY JUNIOR HD,,,,http://92.42.110.150:25461/live/rugby101/h8HSCrj260/644.m3u8,,,
,,US,,Kids,Kids,,DISNEY NATURE,,,,http://1290922571.rsc.cdn77.org/vodDisk3/movies/tr/documentary/DisneynatureAfrikaKedileri.mp4/playlist.m3u8,,,
,,US,,Music,Music,,BOX HITS,,,,"http://csm-e.tm.yospace.com/csm/extlive/boxplus01,boxhits-desktop.m3u8?yo.up=http%3a%2f%2fboxtv-origin-elb.cds1.yospace.com%2fuploads%2fboxhits%2f",,,
,,US,,Music,Music,,Music Box,,,,http://212.26.132.86/hls/mb_ua_2500.m3u8,,,
,,US,,Sports,Sports,,GLORY KICKBOXING,,,,http://stitcher.pluto.tv/stitch/hls/channel/5417a212ff9fba68282fbf5e/master.m3u8?deviceType=&deviceMake=&deviceModel=&sid=2&deviceId=&deviceVersion=&appVersion=&deviceDNT=&userId=&advertisingId=&deviceLat=&deviceLon=-&app_name=&appName=&appStoreUrl=&profileLimit=high,,,
,,US,,Sports,Sports,,BOX NATION,,,,http://92.42.110.150:25461/live/rugby101/h8HSCrj260/672.m3u8,,,
,,US,,TV,TV,,TV 100,,,,http://178.62.176.153/hls/tv100/index.m3u8,,,
,,US,,TV,TV,,TV 1,,,,http://176.9.123.140:1935/msg116s/msg116s/playlist.m3u8,,,
,,US,,TV,TV,,KTV 1,,,,https://svs.itworkscdn.net/ktv1live/ktv1.smil/playlist.m3u8,,,
,,US,,TV,TV,,YLE TV1,,,,http://yletvhdliveworld-lh.akamaihd.net/i/yletv1hdworld_1@187592/index_2764_av-p.m3u8,,,
,,US,,TV,TV,,TV 1000 ACTION,,,,http://ott-cdn.ucom.am/s91/04.m3u8,,,
,,US,,TV,TV,,TU TV 11,,,,http://198.24.135.42/canal11/canal11/playlist.m3u8,,,
,,US,,TV,TV,,CELTIC TV1,,,,https://rebrand.ly/CELTICTV1,,,
,,US,,TV,TV,,NEW TV 1080,,,,http://183.207.249.7/PLTV/3/224/3221225561/index.m3u8,,,
,,US,,TV,TV,,REALITY TV,,,,http://aldirect.hls.huya.com/huyalive/29169025-2686221528-11537233612571148288-2847687610-10057-A-1523932939-1_1200.m3u8,,,
,,US,,TV,TV,,CBTV 17,,,,https://streaminglibrary.iwcc.edu/iwtv/iwtv/chunklist_w526205618.m3u8,,,
,,US,,TV,TV,,WHPRT TV3,,,,http://162.244.81.156:1935/whprtv33roku/whprtv33roku/playlist.m3u8,,,
,,US,,TV,TV,,TV 3,,,,http://ccma-tva-int-abertis-live.hls.adaptive.level3.net/int/ngrp:tv3cat_tv/playlist.m3u8,,,
,,US,,TV,TV,,TV 2,,,,http://rtm-live.glueapi.io/smil:rtmch002/chunklist_b1064000_sleng.m3u8,,,
,,US,,TV,TV,,TV 2000,,,,http://cld01ibi16.wz.tv2000.it/tv2000_alfa.m3u8,,,
,,US,,TV,TV,,TV2 FYN,,,,http://cdn-lt-hls-vod.tv2fyn.dk/fhls/p/1966291/sp/196629100/serveFlavor/entryId/0_yct7rqn3/v/2/flavorId/0_h2wfmuqm/name/a.mp4/index.m3u8,,,
,,US,,TV,TV,,TV 2 LORRY,,,,http://cdn-lt-hls-vod.tv2lorry.dk/fhls/p/2045321/sp/204532100/serveFlavor/entryId/0_0u9letdh/v/1/flavorId/0_p5f7q6yf/name/a.mp4/index.m3u8,,,
,,US,,TV,TV,,CAFETV24,,,,http://srv3.meway.tv:1957/cafe/live/playlist.m3u8,,,
,,US,,TV,TV,,GOOD TV,,,,http://live.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8,,,
,,US,,Movies,Movies,,SONY TURBO,,,,http://stream.euroasia.lfstrm.tv/sony_turbo/1/index.m3u8,,,
,,US,,TV,TV,,NICK HD,,,,http://189.216.247.113/Content/HLS/Live/Channel(NICK_HD)/Stream(05)/index.m3u8,,,
,,US,,TV,TV,,NICK,,,,http://189.216.247.113/Content/HLS/Live/Channel(NICK_HD)/Stream(03)/index.m3u8,,,
,,US,,TV,TV,,NICK GO,,,,http://c9.prod.playlists.ihrhls.com/6395/playlist.m3u8,,,
,,US,,Science,Science,,NAT-GEO,,,,http://m.rocketmediaworld.com/view/68872/National_Geographic_%28HD%29,,,
,,US,,Science,Science,,ASTRO ARENA,,,,http://playbackn5.aotg-video.astro.com.my/CH1/master_ARENA_8.m3u8,,,
,,US,,Science,Science,,DISCOVERY,,,,"http://vignette4.wikia.nocookie.net/logopedia/images/d/d9/Discovery_Home_%26_Health_HD.png/revision/latest?cb=20160812225428,Discovery",,,
,,US,,Science,Science,,DISCOVERY Science,,,,http://live02-cdn.tv.ti.ru/dtv/id248_NBN_SG--DiscoveryScienceHD/04/plst.m3u8,,,
